instance,algorithm,encoding,fitness_func,run,cover_size,is_valid,fitness,time_sec
scale_free_50nodes,GA,SetEncoding,LinearSoftPenalty,1,28,True,-28.0,0.4450211524963379
scale_free_50nodes,SA,SetEncoding,LinearSoftPenalty,1,27,False,-28.2,0.07990503311157227
scale_free_50nodes,TS,SetEncoding,LinearSoftPenalty,1,24,True,-24.0,0.04051685333251953
scale_free_50nodes,GA,SetEncoding,AdaptiveEdgeWeighting,1,25,True,-25.0,0.47603321075439453
scale_free_50nodes,SA,SetEncoding,AdaptiveEdgeWeighting,1,25,False,-28.0,0.08371710777282715
scale_free_50nodes,TS,SetEncoding,AdaptiveEdgeWeighting,1,21,False,-24.0,0.05540275573730469
scale_free_50nodes,GA,SetEncoding,RepairBasedFitness,1,7,False,-24.0,0.6290600299835205
scale_free_50nodes,SA,SetEncoding,RepairBasedFitness,1,3,False,-26.0,0.10501623153686523
scale_free_50nodes,TS,SetEncoding,RepairBasedFitness,1,5,False,-24.0,0.07327413558959961
scale_free_50nodes,GA,EdgeCentricEncoding,LinearSoftPenalty,1,27,True,-27.0,2.0639994144439697
scale_free_50nodes,SA,EdgeCentricEncoding,LinearSoftPenalty,1,27,True,-27.0,0.22623562812805176
scale_free_50nodes,TS,EdgeCentricEncoding,LinearSoftPenalty,1,27,True,-27.0,0.6741201877593994
scale_free_50nodes,GA,EdgeCentricEncoding,AdaptiveEdgeWeighting,1,27,True,-27.0,1.9284489154815674
